时间,通道,频率 (Hz),温度 (C),状态
2026-06-22 14:13:39,7,,,Timeout/Error
2026-06-22 14:13:40,8,,,Timeout/Error
2026-06-22 14:13:40,1,,,Timeout/Error
2026-06-22 14:13:41,2,,,Timeout/Error
2026-06-22 14:13:42,3,,,Timeout/Error
2026-06-22 14:13:43,4,,,Timeout/Error
2026-06-22 14:13:44,5,,,Timeout/Error
2026-06-22 14:13:44,6,,,Timeout/Error
2026-06-22 14:13:45,7,,,Timeout/Error
2026-06-22 14:13:46,8,,,Timeout/Error
2026-06-22 14:13:47,1,,,Timeout/Error
2026-06-22 14:13:47,2,,,Timeout/Error
2026-06-22 14:13:48,3,,,Timeout/Error
2026-06-22 14:13:49,4,,,Timeout/Error
2026-06-22 14:13:50,5,,,Timeout/Error
2026-06-22 14:13:51,6,,,Timeout/Error
2026-06-22 14:13:51,7,,,Timeout/Error
2026-06-22 14:13:52,8,,,Timeout/Error
2026-06-22 14:13:53,1,,,Timeout/Error
2026-06-22 14:13:54,2,,,Timeout/Error
2026-06-22 14:13:55,3,,,Timeout/Error
2026-06-22 14:13:55,4,,,Timeout/Error
2026-06-22 14:13:56,5,,,Timeout/Error
2026-06-22 14:13:57,6,,,Timeout/Error
2026-06-22 14:13:58,7,,,Timeout/Error
2026-06-22 14:13:58,8,,,Timeout/Error
2026-06-22 14:13:59,1,,,Timeout/Error
2026-06-22 14:14:00,2,,,Timeout/Error
2026-06-22 14:14:01,3,,,Timeout/Error
2026-06-22 14:14:02,4,,,Timeout/Error
2026-06-22 14:14:02,5,,,Timeout/Error
2026-06-22 14:14:03,6,,,Timeout/Error
2026-06-22 14:14:04,7,,,Timeout/Error
2026-06-22 14:14:05,8,,,Timeout/Error
2026-06-22 14:14:06,1,,,Timeout/Error
2026-06-22 14:14:06,2,,,Timeout/Error
2026-06-22 14:14:07,3,,,Timeout/Error
2026-06-22 14:14:08,4,,,Timeout/Error
2026-06-22 14:14:09,5,,,Timeout/Error
2026-06-22 14:14:10,6,,,Timeout/Error
2026-06-22 14:14:10,7,,,Timeout/Error
2026-06-22 14:14:11,8,,,Timeout/Error
2026-06-22 14:14:12,1,,,Timeout/Error
2026-06-22 14:14:13,2,,,Timeout/Error
2026-06-22 14:14:13,3,,,Timeout/Error
2026-06-22 14:14:14,4,,,Timeout/Error
2026-06-22 14:14:15,5,,,Timeout/Error
2026-06-22 14:14:16,6,,,Timeout/Error
2026-06-22 14:14:17,7,,,Timeout/Error
2026-06-22 14:14:17,8,,,Timeout/Error
2026-06-22 14:14:18,1,,,Timeout/Error
2026-06-22 14:14:19,2,,,Timeout/Error
2026-06-22 14:14:20,3,,,Timeout/Error
2026-06-22 14:14:21,4,,,Timeout/Error
2026-06-22 14:14:21,5,,,Timeout/Error
2026-06-22 14:14:22,6,,,Timeout/Error
2026-06-22 14:14:23,7,,,Timeout/Error
2026-06-22 14:14:24,8,,,Timeout/Error
2026-06-22 14:14:25,1,,,Timeout/Error
2026-06-22 14:14:25,2,,,Timeout/Error
2026-06-22 14:14:26,3,,,Timeout/Error
2026-06-22 14:14:27,4,,,Timeout/Error
2026-06-22 14:14:28,5,,,Timeout/Error
2026-06-22 14:14:29,6,,,Timeout/Error
2026-06-22 14:14:29,7,,,Timeout/Error
2026-06-22 14:14:30,8,,,Timeout/Error
2026-06-22 14:14:31,1,,,Timeout/Error
2026-06-22 14:14:32,2,,,Timeout/Error
2026-06-22 14:14:32,3,,,Timeout/Error
2026-06-22 14:14:33,4,,,Timeout/Error
2026-06-22 14:14:34,5,,,Timeout/Error
2026-06-22 14:14:35,6,,,Timeout/Error
2026-06-22 14:14:36,7,,,Timeout/Error
2026-06-22 14:14:36,8,,,Timeout/Error
2026-06-22 14:14:37,1,,,Timeout/Error
2026-06-22 14:14:38,2,,,Timeout/Error
2026-06-22 14:14:39,3,,,Timeout/Error
2026-06-22 14:14:40,4,,,Timeout/Error
2026-06-22 14:14:40,5,,,Timeout/Error
2026-06-22 14:14:41,6,,,Timeout/Error
2026-06-22 14:14:42,7,,,Timeout/Error
2026-06-22 14:14:43,8,,,Timeout/Error
2026-06-22 14:14:44,1,,,Timeout/Error
2026-06-22 14:14:44,2,,,Timeout/Error
2026-06-22 14:14:45,3,,,Timeout/Error
2026-06-22 14:14:46,4,,,Timeout/Error
2026-06-22 14:14:47,5,,,Timeout/Error
2026-06-22 14:14:47,6,,,Timeout/Error
2026-06-22 14:14:48,7,,,Timeout/Error
2026-06-22 14:14:49,8,,,Timeout/Error
2026-06-22 14:14:50,1,,,Timeout/Error
2026-06-22 14:14:51,2,,,Timeout/Error
2026-06-22 14:14:51,3,,,Timeout/Error
2026-06-22 14:14:52,4,,,Timeout/Error
2026-06-22 14:14:53,5,,,Timeout/Error
2026-06-22 14:14:54,6,,,Timeout/Error
2026-06-22 14:14:55,7,,,Timeout/Error
2026-06-22 14:14:55,8,,,Timeout/Error
2026-06-22 14:14:56,1,,,Timeout/Error
2026-06-22 14:14:57,2,,,Timeout/Error
2026-06-22 14:14:58,3,,,Timeout/Error
2026-06-22 14:14:59,4,,,Timeout/Error
2026-06-22 14:14:59,5,,,Timeout/Error
2026-06-22 14:15:00,6,,,Timeout/Error
2026-06-22 14:15:01,7,,,Timeout/Error
2026-06-22 14:15:02,8,,,Timeout/Error
2026-06-22 14:15:02,1,,,Timeout/Error
2026-06-22 14:15:03,2,,,Timeout/Error
2026-06-22 14:15:04,3,,,Timeout/Error
2026-06-22 14:15:05,4,,,Timeout/Error
2026-06-22 14:15:06,5,,,Timeout/Error
2026-06-22 14:15:06,6,,,Timeout/Error
2026-06-22 14:15:07,7,,,Timeout/Error
2026-06-22 14:15:08,8,,,Timeout/Error
2026-06-22 14:15:09,1,,,Timeout/Error
2026-06-22 14:15:10,2,,,Timeout/Error
2026-06-22 14:15:10,3,,,Timeout/Error
2026-06-22 14:15:11,4,,,Timeout/Error
2026-06-22 14:15:12,5,,,Timeout/Error
2026-06-22 14:15:13,6,,,Timeout/Error
2026-06-22 14:15:14,7,,,Timeout/Error
2026-06-22 14:15:14,8,,,Timeout/Error
2026-06-22 14:15:15,1,,,Timeout/Error
2026-06-22 14:15:16,2,,,Timeout/Error
2026-06-22 14:15:17,3,,,Timeout/Error
2026-06-22 14:15:17,4,,,Timeout/Error
2026-06-22 14:15:18,5,,,Timeout/Error
2026-06-22 14:15:19,6,,,Timeout/Error
2026-06-22 14:15:20,7,,,Timeout/Error
2026-06-22 14:15:21,8,,,Timeout/Error
2026-06-22 14:15:21,1,,,Timeout/Error
2026-06-22 14:15:22,2,,,Timeout/Error
2026-06-22 14:15:23,3,,,Timeout/Error
2026-06-22 14:15:24,4,,,Timeout/Error
2026-06-22 14:15:25,5,,,Timeout/Error
2026-06-22 14:15:25,6,,,Timeout/Error
2026-06-22 14:15:26,7,,,Timeout/Error
2026-06-22 14:15:27,8,,,Timeout/Error
2026-06-22 14:15:28,1,,,Timeout/Error
2026-06-22 14:15:29,2,,,Timeout/Error
2026-06-22 14:15:29,3,,,Timeout/Error
2026-06-22 14:15:30,4,,,Timeout/Error
2026-06-22 14:15:31,5,,,Timeout/Error
2026-06-22 14:15:32,6,,,Timeout/Error
2026-06-22 14:15:32,7,,,Timeout/Error
2026-06-22 14:15:33,8,,,Timeout/Error
2026-06-22 14:15:34,1,,,Timeout/Error
2026-06-22 14:15:35,2,,,Timeout/Error
2026-06-22 14:15:36,3,,,Timeout/Error
2026-06-22 14:15:36,4,,,Timeout/Error
2026-06-22 14:15:37,5,,,Timeout/Error
2026-06-22 14:15:38,6,,,Timeout/Error
2026-06-22 14:15:39,7,,,Timeout/Error
2026-06-22 14:15:40,8,,,Timeout/Error
2026-06-22 14:15:40,1,,,Timeout/Error
2026-06-22 14:15:41,2,,,Timeout/Error
2026-06-22 14:15:42,3,,,Timeout/Error
2026-06-22 14:15:43,4,,,Timeout/Error
2026-06-22 14:15:44,5,,,Timeout/Error
2026-06-22 14:15:44,6,,,Timeout/Error
2026-06-22 14:15:45,7,,,Timeout/Error
2026-06-22 14:15:46,8,,,Timeout/Error
2026-06-22 14:15:47,1,,,Timeout/Error
2026-06-22 14:15:48,2,,,Timeout/Error
2026-06-22 14:15:48,3,,,Timeout/Error
2026-06-22 14:15:49,4,,,Timeout/Error
2026-06-22 14:15:50,5,,,Timeout/Error
2026-06-22 14:15:51,6,,,Timeout/Error
2026-06-22 14:15:51,7,,,Timeout/Error
2026-06-22 14:15:52,8,,,Timeout/Error
2026-06-22 14:15:53,1,,,Timeout/Error
2026-06-22 14:15:54,2,,,Timeout/Error
2026-06-22 14:15:55,3,,,Timeout/Error
2026-06-22 14:15:55,4,,,Timeout/Error
2026-06-22 14:15:56,5,,,Timeout/Error
2026-06-22 14:15:57,6,,,Timeout/Error
2026-06-22 14:15:58,7,,,Timeout/Error
2026-06-22 14:15:59,8,,,Timeout/Error
2026-06-22 14:15:59,1,,,Timeout/Error
2026-06-22 14:16:00,2,,,Timeout/Error
2026-06-22 14:16:01,3,,,Timeout/Error
2026-06-22 14:16:02,4,,,Timeout/Error
2026-06-22 14:16:03,5,,,Timeout/Error
2026-06-22 14:16:03,6,,,Timeout/Error
2026-06-22 14:16:04,7,,,Timeout/Error
2026-06-22 14:16:05,8,,,Timeout/Error
2026-06-22 14:16:06,1,,,Timeout/Error
2026-06-22 14:16:06,2,,,Timeout/Error
2026-06-22 14:16:07,3,,,Timeout/Error
2026-06-22 14:16:08,4,,,Timeout/Error
2026-06-22 14:16:09,5,,,Timeout/Error
2026-06-22 14:16:10,6,,,Timeout/Error
2026-06-22 14:16:10,7,,,Timeout/Error
2026-06-22 14:16:11,8,,,Timeout/Error
2026-06-22 14:16:12,1,,,Timeout/Error
2026-06-22 14:16:13,2,,,Timeout/Error
2026-06-22 14:16:14,3,,,Timeout/Error
2026-06-22 14:16:14,4,,,Timeout/Error
2026-06-22 14:16:15,5,,,Timeout/Error
2026-06-22 14:16:16,6,,,Timeout/Error
2026-06-22 14:16:17,7,,,Timeout/Error
2026-06-22 14:16:18,8,,,Timeout/Error
2026-06-22 14:16:18,1,,,Timeout/Error
2026-06-22 14:16:19,2,,,Timeout/Error
2026-06-22 14:16:20,3,,,Timeout/Error
2026-06-22 14:16:21,4,,,Timeout/Error
2026-06-22 14:16:21,5,,,Timeout/Error
2026-06-22 14:16:22,6,,,Timeout/Error
2026-06-22 14:16:23,7,,,Timeout/Error
2026-06-22 14:16:24,8,,,Timeout/Error
2026-06-22 14:16:25,1,,,Timeout/Error
2026-06-22 14:16:25,2,,,Timeout/Error
2026-06-22 14:16:26,3,,,Timeout/Error
2026-06-22 14:16:27,4,,,Timeout/Error
2026-06-22 14:16:28,5,,,Timeout/Error
2026-06-22 14:16:29,6,,,Timeout/Error
2026-06-22 14:16:29,7,,,Timeout/Error
2026-06-22 14:16:30,8,,,Timeout/Error
2026-06-22 14:16:31,1,,,Timeout/Error
2026-06-22 14:16:32,2,,,Timeout/Error
2026-06-22 14:16:33,3,,,Timeout/Error
2026-06-22 14:16:33,4,,,Timeout/Error
2026-06-22 14:16:34,5,,,Timeout/Error
2026-06-22 14:16:35,6,,,Timeout/Error
2026-06-22 14:16:36,7,,,Timeout/Error
2026-06-22 14:16:36,8,,,Timeout/Error
2026-06-22 14:16:37,1,,,Timeout/Error
2026-06-22 14:16:38,2,,,Timeout/Error
2026-06-22 14:16:39,3,,,Timeout/Error
2026-06-22 14:16:40,4,,,Timeout/Error
2026-06-22 14:16:40,5,,,Timeout/Error
2026-06-22 14:16:41,6,,,Timeout/Error
2026-06-22 14:16:42,7,,,Timeout/Error
2026-06-22 14:16:43,8,,,Timeout/Error
2026-06-22 14:16:44,1,,,Timeout/Error
2026-06-22 14:16:44,2,,,Timeout/Error
2026-06-22 14:16:45,3,,,Timeout/Error
2026-06-22 14:16:46,4,,,Timeout/Error
2026-06-22 14:16:47,5,,,Timeout/Error
2026-06-22 14:16:48,6,,,Timeout/Error
2026-06-22 14:16:48,7,,,Timeout/Error
2026-06-22 14:16:49,8,,,Timeout/Error
2026-06-22 14:16:50,1,,,Timeout/Error
2026-06-22 14:16:51,2,,,Timeout/Error
2026-06-22 14:16:51,3,,,Timeout/Error
2026-06-22 14:16:52,4,,,Timeout/Error
2026-06-22 14:16:53,5,,,Timeout/Error
2026-06-22 14:16:54,6,,,Timeout/Error
2026-06-22 14:16:55,7,,,Timeout/Error
2026-06-22 14:16:55,8,,,Timeout/Error
2026-06-22 14:16:56,1,,,Timeout/Error
2026-06-22 14:16:57,2,,,Timeout/Error
2026-06-22 14:16:58,3,,,Timeout/Error
2026-06-22 14:16:59,4,,,Timeout/Error
2026-06-22 14:16:59,5,,,Timeout/Error
2026-06-22 14:17:00,6,,,Timeout/Error
2026-06-22 14:17:01,7,,,Timeout/Error
2026-06-22 14:17:02,8,,,Timeout/Error
2026-06-22 14:17:03,1,,,Timeout/Error
2026-06-22 14:17:03,2,,,Timeout/Error
2026-06-22 14:17:04,3,,,Timeout/Error
2026-06-22 14:17:05,4,,,Timeout/Error
2026-06-22 14:17:06,5,,,Timeout/Error
2026-06-22 14:17:07,6,,,Timeout/Error
2026-06-22 14:17:07,7,,,Timeout/Error
2026-06-22 14:17:08,8,,,Timeout/Error
2026-06-22 14:17:09,1,,,Timeout/Error
2026-06-22 14:17:10,2,,,Timeout/Error
2026-06-22 14:17:10,3,,,Timeout/Error
2026-06-22 14:17:11,4,,,Timeout/Error
2026-06-22 14:17:12,5,,,Timeout/Error
2026-06-22 14:17:13,6,,,Timeout/Error
2026-06-22 14:17:14,7,,,Timeout/Error
2026-06-22 14:17:14,8,,,Timeout/Error
2026-06-22 14:17:15,1,,,Timeout/Error
2026-06-22 14:17:16,2,,,Timeout/Error
2026-06-22 14:17:17,3,,,Timeout/Error
2026-06-22 14:17:18,4,,,Timeout/Error
2026-06-22 14:17:18,5,,,Timeout/Error
2026-06-22 14:17:19,6,,,Timeout/Error
2026-06-22 14:17:20,7,,,Timeout/Error
2026-06-22 14:17:21,8,,,Timeout/Error
2026-06-22 14:17:22,1,,,Timeout/Error
2026-06-22 14:17:22,2,,,Timeout/Error
2026-06-22 14:17:23,3,,,Timeout/Error
2026-06-22 14:17:24,4,,,Timeout/Error
2026-06-22 14:17:25,5,,,Timeout/Error
2026-06-22 14:17:25,6,,,Timeout/Error
2026-06-22 14:17:26,7,,,Timeout/Error
2026-06-22 14:17:27,8,,,Timeout/Error
2026-06-22 14:17:28,1,,,Timeout/Error
2026-06-22 14:17:29,2,,,Timeout/Error
2026-06-22 14:17:29,3,,,Timeout/Error
2026-06-22 14:17:30,4,,,Timeout/Error
2026-06-22 14:17:31,5,,,Timeout/Error
2026-06-22 14:17:32,6,,,Timeout/Error
2026-06-22 14:17:33,7,,,Timeout/Error
2026-06-22 14:17:33,8,,,Timeout/Error
2026-06-22 14:17:34,1,,,Timeout/Error
2026-06-22 14:17:35,2,,,Timeout/Error
2026-06-22 14:17:36,3,,,Timeout/Error
2026-06-22 14:17:37,4,,,Timeout/Error
2026-06-22 14:17:37,5,,,Timeout/Error
2026-06-22 14:17:38,6,,,Timeout/Error
2026-06-22 14:17:39,7,,,Timeout/Error
2026-06-22 14:17:40,8,,,Timeout/Error
2026-06-22 14:17:40,1,,,Timeout/Error
2026-06-22 14:17:41,2,,,Timeout/Error
2026-06-22 14:17:42,3,,,Timeout/Error
2026-06-22 14:17:43,4,,,Timeout/Error
2026-06-22 14:17:44,5,,,Timeout/Error
2026-06-22 14:17:44,6,,,Timeout/Error
2026-06-22 14:17:45,7,,,Timeout/Error
2026-06-22 14:17:46,8,,,Timeout/Error
2026-06-22 14:17:47,1,,,Timeout/Error
2026-06-22 14:17:48,2,,,Timeout/Error
2026-06-22 14:17:48,3,,,Timeout/Error
2026-06-22 14:17:49,4,,,Timeout/Error
2026-06-22 14:17:50,5,,,Timeout/Error
2026-06-22 14:17:51,6,,,Timeout/Error
2026-06-22 14:17:52,7,,,Timeout/Error
2026-06-22 14:18:14,1,2885.30,27.7,OK
2026-06-22 14:18:31,2,2858.40,26.6,OK
2026-06-22 14:18:48,3,2898.90,26.7,OK
2026-06-22 14:19:06,4,,,Timeout/Error
2026-06-22 14:19:27,5,2908.30,26.2,OK
2026-06-22 14:19:45,6,2734.20,26.4,OK
2026-06-22 14:20:09,7,,,Timeout/Error
2026-06-22 14:20:38,8,,,Timeout/Error
2026-06-22 14:21:01,1,2895.90,27.6,OK
2026-06-22 14:21:18,2,2832.10,26.6,OK
2026-06-22 14:21:35,3,2903.50,26.7,OK
2026-06-22 14:21:54,4,,,Timeout/Error
2026-06-22 14:22:15,5,2912.90,26.2,OK
2026-06-22 14:22:32,6,2762.70,26.4,OK
2026-06-22 14:22:56,7,,,Timeout/Error
2026-06-22 14:23:25,8,,,Timeout/Error
2026-06-22 14:23:48,1,2901.20,27.6,OK
2026-06-22 14:24:05,2,2862.80,26.6,OK
2026-06-22 14:24:22,3,2897.90,26.7,OK
2026-06-22 14:24:41,4,,,Timeout/Error
2026-06-22 14:25:02,5,2911.00,26.2,OK
2026-06-22 14:25:21,6,2716.00,26.4,OK
2026-06-22 14:25:44,7,,,Timeout/Error
2026-06-22 14:26:14,8,,,Timeout/Error
2026-06-22 14:26:37,1,2886.70,27.6,OK
2026-06-22 14:26:54,2,2845.40,26.7,OK
2026-06-22 14:27:11,3,2902.80,26.7,OK
2026-06-22 14:27:29,4,,,Timeout/Error
2026-06-22 14:27:47,5,2914.90,26.2,OK
2026-06-22 14:28:04,6,2767.80,26.5,OK
2026-06-22 14:28:28,7,,,Timeout/Error
2026-06-22 14:28:57,8,,,Timeout/Error
2026-06-22 14:29:20,1,2890.20,27.6,OK
2026-06-22 14:29:37,2,2903.70,26.7,OK
2026-06-22 14:29:54,3,2888.20,26.8,OK
2026-06-22 14:30:13,4,,,Timeout/Error
2026-06-22 14:30:34,5,2937.00,26.3,OK
2026-06-22 14:30:52,6,2803.00,26.4,OK
2026-06-22 14:31:15,7,,,Timeout/Error
2026-06-22 14:31:45,8,,,Timeout/Error
2026-06-22 14:32:08,1,2886.70,27.6,OK
2026-06-22 14:32:25,2,2855.90,26.7,OK
2026-06-22 14:32:42,3,2887.20,26.8,OK
2026-06-22 14:33:00,4,,,Timeout/Error
2026-06-22 14:33:21,5,2917.60,26.3,OK
2026-06-22 14:33:39,6,2716.10,26.5,OK
2026-06-22 14:33:54,1,,,Timeout/Error
2026-06-22 14:34:11,2,2837.70,26.6,OK
2026-06-22 14:34:27,3,2907.40,26.8,OK
2026-06-22 14:34:45,4,,,Timeout/Error
2026-06-22 14:35:02,5,2918.40,26.3,OK
2026-06-22 14:35:19,6,2793.60,26.5,OK
2026-06-22 14:35:40,7,,,Timeout/Error
2026-06-22 14:35:47,8,,,Timeout/Error
2026-06-22 14:36:06,1,2893.10,27.6,OK
2026-06-22 14:36:23,2,2851.80,26.7,OK
2026-06-22 14:36:39,3,2920.70,26.8,OK
2026-06-22 14:36:57,4,,,Timeout/Error
2026-06-22 14:37:17,1,2873.90,27.0,OK
2026-06-22 14:37:22,2,2848.40,26.7,OK
2026-06-22 14:37:26,3,2894.20,26.7,OK
2026-06-22 14:37:42,4,,,Timeout/Error
2026-06-22 14:37:59,5,2911.70,26.5,OK
2026-06-22 14:38:03,6,2855.00,26.5,OK
2026-06-22 14:38:27,7,,,Timeout/Error
2026-06-22 14:38:49,8,,,Timeout/Error
2026-06-22 14:39:06,1,2889.70,27.9,OK
2026-06-22 14:39:10,2,2834.40,27.2,OK
2026-06-22 14:39:14,3,2900.80,27.1,OK
2026-06-22 14:39:30,4,,,Timeout/Error
2026-06-22 14:39:46,5,2909.20,26.6,OK
2026-06-22 14:39:50,6,2714.00,26.6,OK
2026-06-22 14:40:10,1,2913.40,27.2,OK
2026-06-22 14:40:14,2,2854.90,26.9,OK
2026-06-22 14:40:18,3,2896.50,26.9,OK
2026-06-22 14:40:34,4,,,Timeout/Error
2026-06-22 14:40:38,5,2936.90,26.5,OK
2026-06-22 14:40:42,6,2747.40,26.5,OK
2026-06-22 14:41:06,7,,,Timeout/Error
2026-06-22 14:41:29,8,,,Timeout/Error
2026-06-22 14:41:46,1,2888.00,27.9,OK
2026-06-22 14:41:50,2,2842.00,27.2,OK
2026-06-22 14:41:54,3,2902.90,27.1,OK
2026-06-22 14:42:10,4,,,Timeout/Error
2026-06-22 14:42:14,5,2901.40,26.6,OK
2026-06-22 14:42:19,6,2755.00,26.6,OK
2026-06-22 14:42:44,7,,,Timeout/Error
2026-06-22 14:43:06,8,,,Timeout/Error
2026-06-22 14:43:22,1,2898.90,27.9,OK
2026-06-22 14:43:26,2,2866.00,27.2,OK
2026-06-22 14:43:30,3,2915.60,27.1,OK
2026-06-22 14:43:45,4,,,Timeout/Error
2026-06-22 14:43:50,5,2900.30,26.6,OK
2026-06-22 14:43:54,6,2808.10,26.6,OK
2026-06-22 14:44:18,7,,,Timeout/Error
2026-06-22 14:44:40,8,,,Timeout/Error
2026-06-22 14:44:56,1,2884.70,27.9,OK
2026-06-22 14:45:00,2,2844.60,27.2,OK
2026-06-22 14:45:04,3,2901.70,27.1,OK
2026-06-22 14:45:20,4,,,Timeout/Error
2026-06-22 14:45:25,5,2920.50,26.6,OK
2026-06-22 14:45:29,6,2801.00,26.6,OK
2026-06-22 14:45:53,7,,,Timeout/Error
2026-06-22 14:46:15,8,,,Timeout/Error
2026-06-22 14:46:19,1,2876.80,27.7,OK
2026-06-22 14:46:23,2,2842.20,27.1,OK
2026-06-22 14:46:27,3,2887.70,27.1,OK
2026-06-22 14:46:43,4,,,Timeout/Error
2026-06-22 14:46:48,5,2912.50,26.5,OK
2026-06-22 14:46:52,6,2732.70,26.5,OK
2026-06-22 14:47:16,7,,,Timeout/Error
2026-06-22 14:47:38,8,,,Timeout/Error
2026-06-22 14:47:55,1,2886.10,27.9,OK
2026-06-22 14:47:59,2,2839.00,27.2,OK
2026-06-22 14:48:03,3,2876.10,27.1,OK
2026-06-22 14:48:19,4,,,Timeout/Error
2026-06-22 14:48:24,5,2945.40,26.6,OK
2026-06-22 14:48:28,6,2798.90,26.6,OK
2026-06-22 14:48:52,7,,,Timeout/Error
2026-06-22 14:49:14,8,,,Timeout/Error
2026-06-22 14:49:31,1,2917.80,27.9,OK
2026-06-22 14:49:35,2,2860.00,27.2,OK
2026-06-22 14:49:39,3,2893.00,27.1,OK
2026-06-22 14:49:55,4,,,Timeout/Error
2026-06-22 14:50:00,5,2897.70,26.6,OK
2026-06-22 14:50:04,6,2725.50,26.6,OK
2026-06-22 14:50:28,7,,,Timeout/Error
2026-06-22 14:50:50,8,,,Timeout/Error
2026-06-22 14:51:07,1,2894.60,27.8,OK
2026-06-22 14:51:11,2,2847.10,27.1,OK
2026-06-22 14:51:15,3,2887.70,27.1,OK
2026-06-22 14:51:31,4,,,Timeout/Error
2026-06-22 14:51:35,5,2920.30,26.6,OK
2026-06-22 14:51:40,6,2714.30,26.6,OK
2026-06-22 14:52:04,7,,,Timeout/Error
2026-06-22 14:52:26,8,,,Timeout/Error
2026-06-22 14:52:43,1,2896.60,27.8,OK
2026-06-22 14:52:47,2,2854.70,27.1,OK
2026-06-22 14:52:51,3,2901.50,27.1,OK
2026-06-22 14:53:07,4,,,Timeout/Error
2026-06-22 14:53:11,5,2906.60,26.6,OK
2026-06-22 14:53:16,6,2720.10,26.6,OK
2026-06-22 14:53:39,7,,,Timeout/Error
2026-06-22 14:54:02,8,,,Timeout/Error
2026-06-22 14:54:18,1,2881.60,27.9,OK
2026-06-22 14:54:22,2,2826.80,27.2,OK
2026-06-22 14:54:26,3,2930.20,27.1,OK
2026-06-22 14:54:42,4,,,Timeout/Error
2026-06-22 14:54:46,5,2889.00,26.6,OK
2026-06-22 14:54:50,6,2756.30,26.6,OK
2026-06-22 14:55:15,7,,,Timeout/Error
2026-06-22 14:55:37,8,,,Timeout/Error
2026-06-22 14:55:54,1,2883.10,27.8,OK
2026-06-22 14:55:58,2,2861.30,27.1,OK
2026-06-22 14:56:02,3,2924.90,27.1,OK
2026-06-22 14:56:18,4,,,Timeout/Error
2026-06-22 14:56:34,5,2911.90,26.7,OK
2026-06-22 14:56:38,6,2734.10,26.7,OK
2026-06-22 14:57:02,7,,,Timeout/Error
2026-06-22 14:57:27,1,2875.40,27.8,OK
2026-06-22 14:57:31,2,2870.40,27.1,OK
2026-06-22 14:57:35,3,2903.60,27.1,OK
2026-06-22 14:57:51,4,,,Timeout/Error
2026-06-22 14:57:55,5,2884.60,26.6,OK
2026-06-22 14:58:00,6,2756.20,26.6,OK
2026-06-22 14:58:24,7,,,Timeout/Error
2026-06-22 14:58:45,8,,,Timeout/Error
2026-06-22 14:59:02,1,2872.30,27.8,OK
2026-06-22 14:59:06,2,2817.20,27.1,OK
2026-06-22 14:59:10,3,2899.10,27.1,OK
2026-06-22 14:59:26,4,,,Timeout/Error
2026-06-22 14:59:31,5,2921.50,26.6,OK
2026-06-22 14:59:36,6,2797.70,26.6,OK
2026-06-22 14:59:52,7,,,Timeout/Error
2026-06-22 15:00:24,1,2884.30,27.2,OK
2026-06-22 15:00:28,2,2852.80,26.8,OK
2026-06-22 15:00:32,3,2895.30,26.8,OK
2026-06-22 15:00:48,4,,,Timeout/Error
2026-06-22 15:01:08,1,,,Timeout/Error
2026-06-22 15:01:13,2,2847.90,26.9,OK
2026-06-22 15:01:16,3,2891.50,26.9,OK
2026-06-22 15:01:30,4,4493.50,26.9,OK
2026-06-22 15:01:34,5,2910.50,26.5,OK
2026-06-22 15:01:49,6,,,Timeout/Error
2026-06-22 15:02:03,7,,,Timeout/Error
2026-06-22 15:02:17,8,,,Timeout/Error
2026-06-22 15:02:33,1,,,Timeout/Error
2026-06-22 15:02:49,2,2846.90,26.9,OK
2026-06-22 15:02:52,3,2891.80,26.9,OK
2026-06-22 15:03:01,4,4497.50,26.9,OK
2026-06-22 15:03:04,5,2910.70,26.5,OK
2026-06-22 15:03:20,6,,,Timeout/Error
2026-06-22 15:03:34,7,,,Timeout/Error
2026-06-22 15:03:48,8,,,Timeout/Error
2026-06-22 15:04:04,1,,,Timeout/Error
2026-06-22 15:04:20,2,,,Timeout/Error
2026-06-22 15:04:25,3,2891.30,27.0,OK
2026-06-22 15:04:33,4,4494.00,27.0,OK
2026-06-22 15:04:36,5,2910.20,26.5,OK
2026-06-22 15:04:52,6,,,Timeout/Error
2026-06-22 15:05:06,7,,,Timeout/Error
2026-06-22 15:05:19,8,,,Timeout/Error
2026-06-22 15:05:35,1,,,Timeout/Error
2026-06-22 15:05:41,2,2846.50,27.1,OK
2026-06-22 15:05:44,3,2892.40,27.1,OK
2026-06-22 15:05:52,4,4502.70,27.1,OK
2026-06-22 15:06:00,5,2911.90,26.6,OK
2026-06-22 15:06:03,6,2733.30,26.6,OK
2026-06-22 15:06:17,7,,,Timeout/Error
2026-06-22 15:06:31,8,,,Timeout/Error
2026-06-22 15:06:47,1,,,Timeout/Error
2026-06-22 15:06:58,2,2846.70,26.9,OK
2026-06-22 15:07:01,3,2892.60,26.9,OK
2026-06-22 15:07:15,4,4500.30,26.9,OK
2026-06-22 15:07:28,5,3055.80,26.6,OK
2026-06-22 15:07:31,6,2733.70,26.6,OK
2026-06-22 15:07:45,7,,,Timeout/Error
2026-06-22 15:07:59,8,,,Timeout/Error
2026-06-22 15:08:15,1,,,Timeout/Error
2026-06-22 15:08:25,2,2847.20,27.2,OK
2026-06-22 15:08:28,3,2892.50,27.1,OK
2026-06-22 15:08:36,4,4496.00,27.1,OK
2026-06-22 15:08:39,5,2910.70,26.6,OK
2026-06-22 15:08:55,6,,,Timeout/Error
2026-06-22 15:09:08,7,,,Timeout/Error
2026-06-22 15:09:22,8,,,Timeout/Error
