时间,通道,频率 (Hz),温度 (C),状态
2026-06-18 22:21:19,4,881.00,27.3,OK
2026-06-18 22:21:29,5,2910.40,26.7,OK
2026-06-18 22:21:39,6,2733.30,26.9,OK
2026-06-18 22:21:49,7,,,Timeout/Error
2026-06-18 22:22:00,8,,,Timeout/Error
2026-06-18 22:22:11,1,,,Timeout/Error
2026-06-18 22:22:21,2,2847.40,27.0,OK
2026-06-18 22:22:31,3,2892.60,27.3,OK
2026-06-18 22:22:42,4,881.00,27.3,OK
2026-06-18 22:22:52,5,2910.30,26.7,OK
2026-06-18 22:23:02,6,2733.30,26.9,OK
2026-06-18 22:23:12,7,,,Timeout/Error
2026-06-18 22:23:22,8,,,Timeout/Error
2026-06-18 22:23:33,1,2885.50,28.4,OK
2026-06-18 22:23:43,2,2847.40,27.1,OK
2026-06-18 22:23:53,3,2892.40,27.2,OK
2026-06-18 22:24:04,4,881.00,27.2,OK
2026-06-18 22:24:14,5,2910.30,26.7,OK
2026-06-18 22:24:24,6,2733.30,26.9,OK
2026-06-18 22:24:34,7,,,Timeout/Error
2026-06-18 22:24:45,8,,,Timeout/Error
2026-06-18 22:24:55,1,2885.40,28.4,OK
2026-06-18 22:25:05,2,2847.40,27.1,OK
2026-06-18 22:25:16,3,2892.40,27.2,OK
2026-06-18 22:25:26,4,880.90,27.2,OK
2026-06-18 22:25:36,5,2910.50,26.7,OK
2026-06-18 22:25:46,6,2733.30,26.9,OK
2026-06-18 22:25:57,7,,,Timeout/Error
2026-06-18 22:26:07,8,,,Timeout/Error
2026-06-18 22:26:17,1,2885.40,28.4,OK
2026-06-18 22:26:27,2,2847.30,27.1,OK
2026-06-18 22:26:38,3,2892.40,27.3,OK
2026-06-18 22:26:48,4,881.00,27.3,OK
2026-06-18 22:26:58,5,2910.40,26.7,OK
2026-06-18 22:27:09,6,2733.20,26.9,OK
2026-06-18 22:27:19,7,,,Timeout/Error
2026-06-18 22:27:29,8,,,Timeout/Error
2026-06-18 22:27:39,1,2885.60,28.4,OK
2026-06-18 22:27:49,2,2847.30,27.1,OK
2026-06-18 22:28:00,3,2892.40,27.3,OK
2026-06-18 22:28:10,4,881.00,27.3,OK
2026-06-18 22:28:20,5,2910.50,26.8,OK
2026-06-18 22:28:31,6,2733.20,26.9,OK
2026-06-18 22:28:41,7,,,Timeout/Error
2026-06-18 22:28:51,8,,,Timeout/Error
2026-06-18 22:29:01,1,2885.30,28.3,OK
2026-06-18 22:29:12,2,2847.30,27.1,OK
2026-06-18 22:29:22,3,2892.40,27.2,OK
2026-06-18 22:29:32,4,881.00,27.2,OK
2026-06-18 22:29:43,5,2910.30,26.7,OK
2026-06-18 22:29:53,6,2733.20,26.9,OK
2026-06-18 22:30:03,7,,,Timeout/Error
2026-06-18 22:30:13,8,,,Timeout/Error
2026-06-18 22:30:24,1,,,Timeout/Error
2026-06-18 22:30:35,2,2847.70,27.0,OK
2026-06-18 22:30:45,3,2892.60,27.2,OK
2026-06-18 22:30:56,4,881.00,27.2,OK
2026-06-18 22:31:06,5,2910.30,26.7,OK
2026-06-18 22:31:16,6,2733.20,26.9,OK
2026-06-18 22:31:26,7,,,Timeout/Error
2026-06-18 22:31:36,8,,,Timeout/Error
2026-06-18 22:31:47,1,2885.40,28.2,OK
2026-06-18 22:31:57,2,2847.30,27.1,OK
2026-06-18 22:32:07,3,2892.50,27.3,OK
2026-06-18 22:32:18,4,881.00,27.3,OK
2026-06-18 22:32:28,5,2910.60,26.8,OK
2026-06-18 22:32:38,6,2733.20,26.9,OK
2026-06-18 22:32:48,7,,,Timeout/Error
2026-06-18 22:32:59,8,,,Timeout/Error
2026-06-18 22:33:09,1,2885.30,28.4,OK
2026-06-18 22:33:19,2,2847.40,27.1,OK
2026-06-18 22:33:30,3,2892.40,27.3,OK
2026-06-18 22:33:40,4,881.00,27.3,OK
2026-06-18 22:33:50,5,2910.40,26.7,OK
2026-06-18 22:34:00,6,2733.20,26.9,OK
2026-06-18 22:34:11,7,,,Timeout/Error
2026-06-18 22:34:21,8,,,Timeout/Error
2026-06-18 22:34:31,1,2885.40,28.4,OK
2026-06-18 22:34:41,2,2847.40,27.1,OK
2026-06-18 22:34:52,3,2892.50,27.2,OK
2026-06-18 22:35:02,4,881.00,27.2,OK
2026-06-18 22:35:13,5,2910.30,26.8,OK
2026-06-18 22:35:23,6,2733.10,26.9,OK
2026-06-18 22:35:33,7,,,Timeout/Error
2026-06-18 22:35:43,8,,,Timeout/Error
2026-06-18 22:35:53,1,2885.40,28.4,OK
2026-06-18 22:36:04,2,2847.40,27.1,OK
2026-06-18 22:36:14,3,2892.40,27.3,OK
2026-06-18 22:36:25,4,881.00,27.3,OK
2026-06-18 22:36:35,5,2910.50,26.8,OK
2026-06-18 22:36:45,6,2733.20,26.9,OK
2026-06-18 22:36:55,7,,,Timeout/Error
2026-06-18 22:37:05,8,,,Timeout/Error
2026-06-18 22:37:16,1,2885.30,28.4,OK
2026-06-18 22:37:26,2,2847.40,27.1,OK
2026-06-18 22:37:36,3,2892.40,27.3,OK
2026-06-18 22:37:47,4,881.00,27.3,OK
2026-06-18 22:37:57,5,2910.50,26.7,OK
2026-06-18 22:38:07,6,2733.10,26.9,OK
2026-06-18 22:38:17,7,,,Timeout/Error
2026-06-18 22:38:28,8,,,Timeout/Error
2026-06-18 22:38:38,1,2885.40,28.4,OK
2026-06-18 22:38:48,2,2847.50,27.1,OK
2026-06-18 22:38:59,3,2892.40,27.2,OK
2026-06-18 22:39:09,4,881.00,27.2,OK
2026-06-18 22:39:19,5,2910.50,26.7,OK
2026-06-18 22:39:29,6,2733.20,26.9,OK
2026-06-18 22:39:40,7,,,Timeout/Error
2026-06-18 22:39:50,8,,,Timeout/Error
2026-06-18 22:40:00,1,2885.40,28.4,OK
2026-06-18 22:40:10,2,2847.40,27.0,OK
2026-06-18 22:40:21,3,2892.40,27.2,OK
2026-06-18 22:40:31,4,881.00,27.2,OK
2026-06-18 22:40:41,5,2910.40,26.8,OK
2026-06-18 22:40:52,6,2733.20,26.9,OK
2026-06-18 22:41:02,7,,,Timeout/Error
2026-06-18 22:41:12,8,,,Timeout/Error
2026-06-18 22:41:22,1,2885.40,28.4,OK
2026-06-18 22:41:33,2,2847.40,27.0,OK
2026-06-18 22:41:43,3,2892.40,27.2,OK
2026-06-18 22:41:53,4,881.00,27.2,OK
2026-06-18 22:42:04,5,2910.50,26.8,OK
2026-06-18 22:42:14,6,2733.30,26.9,OK
2026-06-18 22:42:24,7,,,Timeout/Error
2026-06-18 22:42:34,8,,,Timeout/Error
2026-06-18 22:42:45,1,2885.30,28.4,OK
2026-06-18 22:42:55,2,2847.40,27.1,OK
2026-06-18 22:43:05,3,2892.40,27.3,OK
2026-06-18 22:43:16,4,881.00,27.3,OK
2026-06-18 22:43:26,5,2910.50,26.8,OK
2026-06-18 22:43:36,6,2733.10,26.9,OK
2026-06-18 22:43:46,7,,,Timeout/Error
2026-06-18 22:43:56,8,,,Timeout/Error
2026-06-18 22:44:08,1,,,Timeout/Error
2026-06-18 22:44:18,2,2847.40,27.0,OK
2026-06-18 22:44:28,3,2892.50,27.2,OK
2026-06-18 22:44:39,4,881.00,27.2,OK
2026-06-18 22:44:49,5,2910.50,26.7,OK
2026-06-18 22:44:59,6,2733.20,26.9,OK
2026-06-18 22:45:09,7,,,Timeout/Error
2026-06-18 22:45:20,8,,,Timeout/Error
2026-06-18 22:45:30,1,2885.30,28.4,OK
2026-06-18 22:45:40,2,2847.40,27.0,OK
2026-06-18 22:45:50,3,2892.40,27.2,OK
2026-06-18 22:46:01,4,881.00,27.2,OK
2026-06-18 22:46:11,5,2910.40,26.7,OK
2026-06-18 22:46:21,6,2733.20,26.9,OK
2026-06-18 22:46:32,7,,,Timeout/Error
2026-06-18 22:46:42,8,,,Timeout/Error
2026-06-18 22:46:52,1,2885.30,28.4,OK
2026-06-18 22:47:03,2,2847.40,27.1,OK
2026-06-18 22:47:13,3,2892.50,27.3,OK
2026-06-18 22:47:23,4,881.00,27.3,OK
2026-06-18 22:47:33,5,2910.40,26.7,OK
2026-06-18 22:47:44,6,2733.20,26.9,OK
2026-06-18 22:47:54,7,,,Timeout/Error
2026-06-18 22:48:04,8,,,Timeout/Error
2026-06-18 22:48:14,1,2885.30,28.3,OK
2026-06-18 22:48:24,2,2847.40,27.1,OK
2026-06-18 22:48:35,3,2892.40,27.2,OK
2026-06-18 22:48:45,4,881.00,27.2,OK
2026-06-18 22:48:55,5,2910.30,26.7,OK
2026-06-18 22:49:06,6,2733.00,26.9,OK
2026-06-18 22:49:16,7,,,Timeout/Error
2026-06-18 22:49:26,8,,,Timeout/Error
2026-06-18 22:49:36,1,2885.30,28.4,OK
2026-06-18 22:49:47,2,2847.40,27.1,OK
2026-06-18 22:49:57,3,2892.60,27.2,OK
2026-06-18 22:50:07,4,881.00,27.2,OK
2026-06-18 22:50:18,5,2910.50,26.7,OK
2026-06-18 22:50:28,6,2733.10,26.9,OK
2026-06-18 22:50:38,7,,,Timeout/Error
2026-06-18 22:50:48,8,,,Timeout/Error
2026-06-18 22:50:58,1,2885.60,28.4,OK
2026-06-18 22:51:09,2,2847.40,27.1,OK
2026-06-18 22:51:19,3,2892.40,27.3,OK
2026-06-18 22:51:30,4,881.00,27.3,OK
2026-06-18 22:51:40,5,2910.50,26.8,OK
2026-06-18 22:51:50,6,2733.30,26.9,OK
2026-06-18 22:52:00,7,,,Timeout/Error
2026-06-18 22:52:10,8,,,Timeout/Error
2026-06-18 22:52:21,1,2885.50,28.3,OK
2026-06-18 22:52:31,2,2847.40,27.1,OK
2026-06-18 22:52:41,3,2892.40,27.2,OK
2026-06-18 22:52:52,4,881.00,27.2,OK
2026-06-18 22:53:02,5,2910.40,26.7,OK
2026-06-18 22:53:12,6,2733.30,26.9,OK
2026-06-18 22:53:23,7,,,Timeout/Error
2026-06-18 22:53:33,8,,,Timeout/Error
2026-06-18 22:53:43,1,2885.40,28.4,OK
2026-06-18 22:53:53,2,2847.40,27.1,OK
2026-06-18 22:54:04,3,2892.40,27.2,OK
2026-06-18 22:54:14,4,881.00,27.2,OK
2026-06-18 22:54:24,5,2910.40,26.7,OK
2026-06-18 22:54:35,6,2733.20,26.9,OK
2026-06-18 22:54:45,7,,,Timeout/Error
2026-06-18 22:54:55,8,,,Timeout/Error
2026-06-18 22:55:05,1,2885.40,28.4,OK
2026-06-18 22:55:15,2,2847.40,27.1,OK
2026-06-18 22:55:26,3,2892.40,27.3,OK
2026-06-18 22:55:36,4,881.00,27.3,OK
2026-06-18 22:55:47,5,2910.40,26.7,OK
2026-06-18 22:55:57,6,2733.30,26.9,OK
2026-06-18 22:56:07,7,,,Timeout/Error
2026-06-18 22:56:17,8,,,Timeout/Error
2026-06-18 22:56:27,1,2885.40,28.4,OK
2026-06-18 22:56:38,2,2847.40,27.0,OK
2026-06-18 22:56:48,3,2892.40,27.2,OK
2026-06-18 22:56:59,4,881.00,27.2,OK
2026-06-18 22:57:09,5,2910.40,26.7,OK
2026-06-18 22:57:19,6,2733.20,27.0,OK
2026-06-18 22:57:29,7,,,Timeout/Error
2026-06-18 22:57:39,8,,,Timeout/Error
2026-06-18 22:57:50,1,2885.40,28.4,OK
2026-06-18 22:58:00,2,2847.40,27.0,OK
2026-06-18 22:58:10,3,2892.40,27.2,OK
2026-06-18 22:58:21,4,881.00,27.2,OK
2026-06-18 22:58:31,5,2910.50,26.7,OK
2026-06-18 22:58:41,6,2733.20,26.9,OK
2026-06-18 22:58:51,7,,,Timeout/Error
2026-06-18 22:59:02,8,,,Timeout/Error
2026-06-18 22:59:12,1,2885.40,28.4,OK
2026-06-18 22:59:22,2,2847.40,27.0,OK
2026-06-18 22:59:33,3,2892.40,27.2,OK
2026-06-18 22:59:43,4,881.00,27.2,OK
2026-06-18 22:59:53,5,2910.30,26.8,OK
2026-06-18 23:00:03,6,2733.20,26.9,OK
2026-06-18 23:00:14,7,,,Timeout/Error
2026-06-18 23:00:24,8,,,Timeout/Error
2026-06-18 23:00:34,1,2885.60,28.4,OK
2026-06-18 23:00:44,2,2847.40,27.0,OK
2026-06-18 23:00:55,3,2892.50,27.2,OK
2026-06-18 23:01:05,4,881.00,27.2,OK
2026-06-18 23:01:15,5,2910.40,26.7,OK
2026-06-18 23:01:26,6,2733.20,26.9,OK
2026-06-18 23:01:36,7,,,Timeout/Error
2026-06-18 23:01:46,8,,,Timeout/Error
2026-06-18 23:01:56,1,2885.30,28.4,OK
2026-06-18 23:02:06,2,2847.40,27.0,OK
2026-06-18 23:02:17,3,2892.60,27.3,OK
2026-06-18 23:02:27,4,881.00,27.3,OK
2026-06-18 23:02:38,5,2910.30,26.8,OK
2026-06-18 23:02:48,6,2733.20,26.9,OK
2026-06-18 23:02:58,7,,,Timeout/Error
2026-06-18 23:03:08,8,,,Timeout/Error
2026-06-18 23:03:19,1,2885.30,28.4,OK
2026-06-18 23:03:29,2,2847.50,27.1,OK
2026-06-18 23:03:39,3,2892.40,27.3,OK
2026-06-18 23:03:50,4,881.00,27.3,OK
2026-06-18 23:04:00,5,2910.50,26.7,OK
2026-06-18 23:04:10,6,2733.20,26.9,OK
2026-06-18 23:04:20,7,,,Timeout/Error
2026-06-18 23:04:31,8,,,Timeout/Error
2026-06-18 23:04:41,1,2885.40,28.4,OK
2026-06-18 23:04:51,2,2847.40,27.1,OK
2026-06-18 23:05:01,3,2892.30,27.2,OK
2026-06-18 23:05:12,4,881.00,27.2,OK
2026-06-18 23:05:22,5,2910.40,26.7,OK
2026-06-18 23:05:32,6,2733.20,26.9,OK
2026-06-18 23:05:43,7,,,Timeout/Error
2026-06-18 23:05:53,8,,,Timeout/Error
2026-06-18 23:06:03,1,2885.30,28.4,OK
2026-06-18 23:06:13,2,2847.40,27.0,OK
2026-06-18 23:06:24,3,2892.40,27.3,OK
2026-06-18 23:06:34,4,881.00,27.3,OK
2026-06-18 23:06:44,5,2910.40,26.8,OK
2026-06-18 23:06:55,6,2733.10,26.9,OK
2026-06-18 23:07:05,7,,,Timeout/Error
2026-06-18 23:07:15,8,,,Timeout/Error
2026-06-18 23:07:25,1,2885.40,28.4,OK
2026-06-18 23:07:35,2,2847.40,27.1,OK
2026-06-18 23:07:46,3,2892.40,27.2,OK
2026-06-18 23:07:56,4,881.00,27.2,OK
2026-06-18 23:08:06,5,2910.40,26.7,OK
2026-06-18 23:08:17,6,2733.20,26.9,OK
2026-06-18 23:08:27,7,,,Timeout/Error
2026-06-18 23:08:37,8,,,Timeout/Error
2026-06-18 23:08:47,1,2885.40,28.4,OK
2026-06-18 23:08:57,2,2847.40,27.1,OK
2026-06-18 23:09:08,3,2892.40,27.2,OK
2026-06-18 23:09:18,4,881.00,27.2,OK
2026-06-18 23:09:29,5,2910.30,26.7,OK
2026-06-18 23:09:39,6,2733.30,26.9,OK
2026-06-18 23:09:49,7,,,Timeout/Error
2026-06-18 23:09:59,8,,,Timeout/Error
2026-06-18 23:10:10,1,2885.30,28.4,OK
2026-06-18 23:10:20,2,2847.40,27.1,OK
2026-06-18 23:10:30,3,2892.40,27.3,OK
2026-06-18 23:10:41,4,881.00,27.3,OK
2026-06-18 23:10:51,5,2910.30,26.8,OK
2026-06-18 23:11:01,6,2733.10,26.9,OK
2026-06-18 23:11:11,7,,,Timeout/Error
2026-06-18 23:11:21,8,,,Timeout/Error
2026-06-18 23:11:33,1,,,Timeout/Error
2026-06-18 23:11:43,2,2847.30,27.0,OK
2026-06-18 23:11:53,3,2892.40,27.2,OK
2026-06-18 23:12:03,4,881.00,27.2,OK
2026-06-18 23:12:14,5,2910.40,26.8,OK
2026-06-18 23:12:24,6,2733.20,26.9,OK
2026-06-18 23:12:34,7,,,Timeout/Error
2026-06-18 23:12:44,8,,,Timeout/Error
2026-06-18 23:12:55,1,2885.40,28.4,OK
2026-06-18 23:13:05,2,2847.40,27.0,OK
2026-06-18 23:13:15,3,2892.40,27.2,OK
2026-06-18 23:13:26,4,881.00,27.2,OK
2026-06-18 23:13:36,5,2910.40,26.7,OK
2026-06-18 23:13:46,6,2733.20,26.9,OK
2026-06-18 23:13:56,7,,,Timeout/Error
2026-06-18 23:14:06,8,,,Timeout/Error
2026-06-18 23:14:17,1,2885.50,28.4,OK
2026-06-18 23:14:27,2,2847.40,27.0,OK
2026-06-18 23:14:37,3,2892.40,27.2,OK
2026-06-18 23:14:48,4,881.00,27.2,OK
2026-06-18 23:14:58,5,2910.30,26.7,OK
2026-06-18 23:15:08,6,2733.30,26.9,OK
2026-06-18 23:15:18,7,,,Timeout/Error
2026-06-18 23:15:29,8,,,Timeout/Error
2026-06-18 23:15:39,1,2885.40,28.4,OK
2026-06-18 23:15:49,2,2847.30,27.0,OK
2026-06-18 23:16:00,3,2892.40,27.2,OK
2026-06-18 23:16:10,4,881.00,27.2,OK
2026-06-18 23:16:20,5,2910.40,26.7,OK
2026-06-18 23:16:30,6,2733.20,26.9,OK
2026-06-18 23:16:41,7,,,Timeout/Error
2026-06-18 23:16:51,8,,,Timeout/Error
2026-06-18 23:17:01,1,2885.40,28.3,OK
2026-06-18 23:17:11,2,2847.40,27.0,OK
2026-06-18 23:17:22,3,2892.40,27.2,OK
2026-06-18 23:17:32,4,881.00,27.2,OK
2026-06-18 23:17:42,5,2910.50,26.7,OK
2026-06-18 23:17:53,6,2733.20,26.9,OK
2026-06-18 23:18:03,7,,,Timeout/Error
2026-06-18 23:18:13,8,,,Timeout/Error
2026-06-18 23:18:23,1,2885.40,28.4,OK
2026-06-18 23:18:33,2,2847.40,27.0,OK
2026-06-18 23:18:44,3,2892.40,27.2,OK
2026-06-18 23:18:54,4,881.00,27.2,OK
2026-06-18 23:19:04,5,2910.40,26.7,OK
2026-06-18 23:19:15,6,2733.20,26.9,OK
2026-06-18 23:19:25,7,,,Timeout/Error
2026-06-18 23:19:35,8,,,Timeout/Error
2026-06-18 23:19:45,1,2885.40,28.3,OK
2026-06-18 23:19:55,2,2847.30,27.0,OK
2026-06-18 23:20:06,3,2892.40,27.2,OK
2026-06-18 23:20:16,4,881.00,27.2,OK
2026-06-18 23:20:27,5,2910.50,26.7,OK
2026-06-18 23:20:37,6,2733.20,26.9,OK
2026-06-18 23:20:47,7,,,Timeout/Error
2026-06-18 23:20:57,8,,,Timeout/Error
2026-06-18 23:21:08,1,,,Timeout/Error
2026-06-18 23:21:19,2,2847.70,27.0,OK
2026-06-18 23:21:29,3,2892.40,27.2,OK
2026-06-18 23:21:39,4,881.00,27.2,OK
2026-06-18 23:21:49,5,2910.50,26.7,OK
2026-06-18 23:22:00,6,2733.30,26.9,OK
2026-06-18 23:22:10,7,,,Timeout/Error
2026-06-18 23:22:20,8,,,Timeout/Error
2026-06-18 23:22:30,1,2885.50,28.4,OK
2026-06-18 23:22:40,2,2847.30,27.0,OK
2026-06-18 23:22:51,3,2892.40,27.2,OK
2026-06-18 23:23:01,4,881.00,27.2,OK
2026-06-18 23:23:11,5,2910.40,26.7,OK
2026-06-18 23:23:22,6,2733.20,26.9,OK
2026-06-18 23:23:32,7,,,Timeout/Error
2026-06-18 23:23:42,8,,,Timeout/Error
2026-06-18 23:23:52,1,2885.40,28.2,OK
2026-06-18 23:24:02,2,2847.40,27.0,OK
2026-06-18 23:24:13,3,2892.40,27.2,OK
2026-06-18 23:24:23,4,881.00,27.2,OK
2026-06-18 23:24:34,5,2910.40,26.7,OK
2026-06-18 23:24:44,6,2733.20,26.9,OK
2026-06-18 23:24:54,7,,,Timeout/Error
2026-06-18 23:25:04,8,,,Timeout/Error
2026-06-18 23:25:15,1,2885.30,28.3,OK
2026-06-18 23:25:25,2,2847.40,27.0,OK
2026-06-18 23:25:35,3,2892.40,27.3,OK
2026-06-18 23:25:46,4,881.00,27.3,OK
2026-06-18 23:25:56,5,2910.40,26.7,OK
2026-06-18 23:26:06,6,2733.20,26.9,OK
2026-06-18 23:26:16,7,,,Timeout/Error
2026-06-18 23:26:27,8,,,Timeout/Error
2026-06-18 23:26:37,1,2885.30,28.4,OK
2026-06-18 23:26:47,2,2847.40,27.1,OK
2026-06-18 23:26:58,3,2892.40,27.2,OK
2026-06-18 23:27:08,4,881.00,27.2,OK
2026-06-18 23:27:18,5,2910.40,26.7,OK
2026-06-18 23:27:28,6,2733.20,26.9,OK
2026-06-18 23:27:39,7,,,Timeout/Error
2026-06-18 23:27:49,8,,,Timeout/Error
2026-06-18 23:27:59,1,2885.40,28.3,OK
2026-06-18 23:28:09,2,2847.50,27.0,OK
2026-06-18 23:28:20,3,2892.40,27.2,OK
2026-06-18 23:28:30,4,881.00,27.2,OK
2026-06-18 23:28:40,5,2910.40,26.7,OK
2026-06-18 23:28:50,6,2733.20,26.9,OK
2026-06-18 23:29:01,7,,,Timeout/Error
2026-06-18 23:29:11,8,,,Timeout/Error
2026-06-18 23:29:21,1,2885.40,28.3,OK
2026-06-18 23:29:31,2,2847.50,27.0,OK
2026-06-18 23:29:42,3,2892.40,27.2,OK
2026-06-18 23:29:52,4,881.00,27.2,OK
2026-06-18 23:30:02,5,2910.50,26.7,OK
2026-06-18 23:30:13,6,2733.20,26.9,OK
2026-06-18 23:30:23,7,,,Timeout/Error
2026-06-18 23:30:33,8,,,Timeout/Error
2026-06-18 23:30:43,1,2885.40,28.3,OK
2026-06-18 23:30:53,2,2847.50,27.0,OK
2026-06-18 23:31:04,3,2892.40,27.3,OK
2026-06-18 23:31:14,4,881.00,27.3,OK
2026-06-18 23:31:25,5,2910.40,26.7,OK
2026-06-18 23:31:35,6,2733.30,26.9,OK
2026-06-18 23:31:45,7,,,Timeout/Error
2026-06-18 23:31:55,8,,,Timeout/Error
2026-06-18 23:32:06,1,,,Timeout/Error
2026-06-18 23:32:17,2,2847.50,27.0,OK
2026-06-18 23:32:27,3,2892.50,27.2,OK
2026-06-18 23:32:37,4,881.00,27.2,OK
2026-06-18 23:32:47,5,2910.30,26.7,OK
2026-06-18 23:32:57,6,2733.20,26.9,OK
2026-06-18 23:33:08,7,,,Timeout/Error
2026-06-18 23:33:18,8,,,Timeout/Error
2026-06-18 23:33:28,1,2885.20,28.4,OK
2026-06-18 23:33:38,2,2847.40,27.0,OK
2026-06-18 23:33:49,3,2892.40,27.3,OK
2026-06-18 23:33:59,4,881.10,27.3,OK
2026-06-18 23:34:09,5,2910.40,26.7,OK
2026-06-18 23:34:20,6,2733.10,26.9,OK
2026-06-18 23:34:30,7,,,Timeout/Error
2026-06-18 23:34:40,8,,,Timeout/Error
2026-06-18 23:34:50,1,2885.50,28.3,OK
2026-06-18 23:35:00,2,2847.40,27.0,OK
2026-06-18 23:35:11,3,2892.40,27.2,OK
2026-06-18 23:35:21,4,881.00,27.2,OK
2026-06-18 23:35:31,5,2910.40,26.7,OK
2026-06-18 23:35:42,6,2733.20,26.9,OK
2026-06-18 23:35:52,7,,,Timeout/Error
2026-06-18 23:36:02,8,,,Timeout/Error
2026-06-18 23:36:12,1,2885.40,28.3,OK
2026-06-18 23:36:22,2,2847.40,27.0,OK
2026-06-18 23:36:33,3,2892.60,27.2,OK
2026-06-18 23:36:43,4,881.00,27.2,OK
2026-06-18 23:36:54,5,2910.40,26.7,OK
2026-06-18 23:37:04,6,2733.20,26.9,OK
2026-06-18 23:37:14,7,,,Timeout/Error
2026-06-18 23:37:24,8,,,Timeout/Error
2026-06-18 23:37:34,1,2885.40,28.3,OK
2026-06-18 23:37:45,2,2847.40,27.0,OK
2026-06-18 23:37:55,3,2892.50,27.2,OK
2026-06-18 23:38:06,4,881.00,27.2,OK
2026-06-18 23:38:16,5,2910.40,26.7,OK
2026-06-18 23:38:26,6,2733.00,26.9,OK
2026-06-18 23:38:36,7,,,Timeout/Error
2026-06-18 23:38:46,8,,,Timeout/Error
2026-06-18 23:38:57,1,2885.40,28.3,OK
2026-06-18 23:39:07,2,2847.40,27.0,OK
2026-06-18 23:39:17,3,2892.40,27.2,OK
2026-06-18 23:39:28,4,881.00,27.2,OK
2026-06-18 23:39:38,5,2910.30,26.7,OK
2026-06-18 23:39:48,6,2733.20,26.9,OK
2026-06-18 23:39:58,7,,,Timeout/Error
2026-06-18 23:40:09,8,,,Timeout/Error
2026-06-18 23:40:19,1,2885.40,28.3,OK
2026-06-18 23:40:29,2,2847.50,27.0,OK
2026-06-18 23:40:39,3,2892.50,27.2,OK
2026-06-18 23:40:50,4,881.00,27.2,OK
2026-06-18 23:41:00,5,2910.40,26.7,OK
2026-06-18 23:41:10,6,2733.20,26.9,OK
2026-06-18 23:41:20,7,,,Timeout/Error
2026-06-18 23:41:31,8,,,Timeout/Error
2026-06-18 23:41:41,1,2885.40,28.3,OK
2026-06-18 23:41:51,2,2847.50,27.0,OK
2026-06-18 23:42:02,3,2892.40,27.2,OK
2026-06-18 23:42:12,4,881.00,27.2,OK
2026-06-18 23:42:22,5,2910.40,26.7,OK
2026-06-18 23:42:33,6,2733.10,26.8,OK
2026-06-18 23:42:43,7,,,Timeout/Error
2026-06-18 23:42:53,8,,,Timeout/Error
2026-06-18 23:43:04,1,,,Timeout/Error
2026-06-18 23:43:14,2,2847.30,26.9,OK
2026-06-18 23:43:25,3,2892.60,27.2,OK
2026-06-18 23:43:35,4,881.00,27.2,OK
2026-06-18 23:43:45,5,2910.30,26.7,OK
2026-06-18 23:43:55,6,2733.30,26.8,OK
2026-06-18 23:44:05,7,,,Timeout/Error
2026-06-18 23:44:16,8,,,Timeout/Error
2026-06-18 23:44:26,1,2885.30,28.3,OK
2026-06-18 23:44:36,2,2847.40,27.0,OK
2026-06-18 23:44:46,3,2892.40,27.2,OK
2026-06-18 23:44:57,4,881.00,27.2,OK
2026-06-18 23:45:07,5,2910.40,26.7,OK
2026-06-18 23:45:17,6,2733.20,26.9,OK
2026-06-18 23:45:27,7,,,Timeout/Error
2026-06-18 23:45:38,8,,,Timeout/Error
2026-06-18 23:45:48,1,2885.50,28.3,OK
2026-06-18 23:45:58,2,2847.50,27.0,OK
2026-06-18 23:46:09,3,2892.50,27.2,OK
2026-06-18 23:46:19,4,881.00,27.2,OK
2026-06-18 23:46:29,5,2910.50,26.7,OK
2026-06-18 23:46:39,6,2733.30,26.9,OK
2026-06-18 23:46:50,7,,,Timeout/Error
2026-06-18 23:47:00,8,,,Timeout/Error
2026-06-18 23:47:10,1,2885.30,28.3,OK
2026-06-18 23:47:20,2,2847.50,27.0,OK
2026-06-18 23:47:31,3,2892.40,27.2,OK
2026-06-18 23:47:41,4,881.00,27.2,OK
2026-06-18 23:47:51,5,2910.40,26.7,OK
2026-06-18 23:48:02,6,2733.20,26.9,OK
2026-06-18 23:48:12,7,,,Timeout/Error
2026-06-18 23:48:22,8,,,Timeout/Error
2026-06-18 23:48:32,1,2885.30,28.4,OK
2026-06-18 23:48:43,2,2847.50,27.0,OK
2026-06-18 23:48:53,3,2892.40,27.2,OK
2026-06-18 23:49:03,4,881.10,27.2,OK
2026-06-18 23:49:14,5,2910.70,26.7,OK
2026-06-18 23:49:24,6,2733.20,26.9,OK
2026-06-18 23:49:34,7,,,Timeout/Error
2026-06-18 23:49:44,8,,,Timeout/Error
2026-06-18 23:49:54,1,2885.40,28.4,OK
2026-06-18 23:50:05,2,2847.40,27.0,OK
2026-06-18 23:50:15,3,2892.40,27.2,OK
2026-06-18 23:50:26,4,881.10,27.2,OK
2026-06-18 23:50:36,5,2910.40,26.7,OK
2026-06-18 23:50:46,6,2733.20,26.9,OK
2026-06-18 23:50:56,7,,,Timeout/Error
2026-06-18 23:51:06,8,,,Timeout/Error
2026-06-18 23:51:17,1,2885.40,28.3,OK
2026-06-18 23:51:27,2,2847.50,27.0,OK
2026-06-18 23:51:37,3,2892.50,27.2,OK
2026-06-18 23:51:48,4,881.10,27.2,OK
2026-06-18 23:51:58,5,2910.40,26.7,OK
